# Rime user dictionary
#@/db_name	luna_pinyin.userdb.userdb.kct
#@/db_type	userdb
#@/rime_version	1.1.2
#@/tick	36766
#@/user_id	Office-PC
lu dian 	露點	c=2 d=1.1781 t=36766
lu jing 	路徑	c=40 d=0.191494 t=36766
lu jing shi fou 	路徑是否	c=1 d=2.34363e-020 t=36766
lu shen 	擼神	c=2 d=3.30514e-035 t=36766
lu xian 	路線	c=1 d=4.62338e-072 t=36766
lu yin 	錄音	c=1 d=3.64319e-063 t=36766
lu you 	路由	c=0 d=7.35924e-071 t=36766
lu zi 	爐子	c=1 d=0.0858632 t=36766
lu zi 	路子	c=1 d=0.085435 t=36766
luan diao 	亂掉	c=1 d=3.32442e-074 t=36766
luan le 	亂了	c=0 d=5.06051e-077 t=36766
luan le dian 	亂了點	c=1 d=5.08588e-076 t=36766
luan qi ba zao 	亂七八糟	c=2 d=0.139216 t=36766
lun li 	倫理	c=0 d=2.74253e-076 t=36766
lun li pian 	倫理片	c=1 d=2.75628e-075 t=36766
lun tan 	論壇	c=1 d=1.9603e-008 t=36766
luo 	攞	c=2 d=5.05653e-008 t=36766
luo 	落	c=1 d=1.24426e-071 t=36766
luo ban 	落班	c=1 d=9.35383e-068 t=36766
luo cha 	落差	c=2 d=1.49748e-072 t=36766
luo hu 	羅湖	c=2 d=2.53882e-071 t=36766
luo ji 	邏輯	c=87 d=2.47697 t=36766
luo jia ying 	羅家英	c=1 d=3.43991e-064 t=36766
luo jian xiu 	落肩袖	c=1 d=0.000325548 t=36766
luo ju 	螺距	c=1 d=2.0074e-051 t=36766
luo li 	蘿莉	c=1 d=0.000480828 t=36766
luo pan 	羅盤	c=2 d=0.000675539 t=36766
luo si 	螺絲	c=1 d=9.35543e-070 t=36766
luo suo 	囉嗦	c=1 d=1.1325e-052 t=36766
luo suo 	羅嗦	c=1 d=1.12685e-052 t=36766
lv 	率	c=5 d=9.00938e-009 t=36766
lv gu 	綠谷	c=2 d=0.188843 t=36766
lv tu 	旅途	c=1 d=1.15278e-055 t=36766
lv xing 	旅行	c=1 d=1.04999e-015 t=36766
lv zuan 	率鑽	c=1 d=1.71853e-076 t=36766
lv zuan 	綠鑽	c=11 d=9.10583e-009 t=36766
lve 	略	c=1 d=7.11626e-028 t=36766
ma 	嗎	c=259 d=0.244305 t=36766
ma 	嘛	c=4 d=8.76405e-035 t=36766
ma 	碼	c=3 d=0.00108311 t=36766
ma de 	媽的	c=4 d=1.01207e-039 t=36766
ma fan 	麻煩	c=90 d=0.015622 t=36766
ma fan na 	麻煩那	c=5 d=7.53095e-005 t=36766
ma ma 	媽媽	c=3 d=0.168638 t=36766
ma po dou fu 	麻婆豆腐	c=1 d=0.0665368 t=36766
ma shang 	馬上	c=2 d=8.0819e-025 t=36766
ma shi ai 	罵是愛	c=1 d=1.00827e-038 t=36766
mai 	買	c=9 d=1.51149e-007 t=36766
mai bu dao 	買不到	c=1 d=1.78325e-011 t=36766
mai bu qi 	買不起	c=1 d=1.16544e-007 t=36766
mai cai 	買菜	c=1 d=2.41362e-072 t=36766
mai che 	買車	c=1 d=2.37769e-072 t=36766
mai fang 	買房	c=1 d=0.000287295 t=36766
mai le 	買了	c=1 d=0.00135358 t=36766
mai mai 	買賣	c=1 d=1.16616e-073 t=36766
man 	慢	c=8 d=0.640198 t=36766
man 	滿	c=1 d=1.19429e-030 t=36766
man 	蠻	c=1 d=7.80102e-050 t=36766
man huai 	滿懷	c=0 d=0.0126818 t=36766
man huai qi dai 	滿懷期待	c=1 d=0.127454 t=36766
man jiu 	慢就	c=1 d=5.04691e-015 t=36766
man le 	滿了	c=2 d=5.50308e-033 t=36766
man man 	慢慢	c=8 d=0.951229 t=36766
man zu 	滿足	c=10 d=0.307911 t=36766
mang 	忙	c=7 d=0.0205478 t=36766
mao 	冇	c=5 d=0.00122168 t=36766
mao 	毛	c=1 d=8.12492e-058 t=36766
mao 	貓	c=0 d=8.6839e-077 t=36766
mao bi yao 	冇必要	c=1 d=2.1622e-072 t=36766
mao cuo 	冇錯	c=3 d=0.000382034 t=36766
mao dun 	矛盾	c=1 d=1.0704e-065 t=36766
mao hao 	冒號	c=10 d=5.77537e-040 t=36766
mao jin 	毛巾	c=1 d=4.06903e-040 t=36766
mao mie 	冇咩	c=1 d=4.22487e-041 t=36766
mao qu 	冇去	c=1 d=8.65997e-073 t=36766
mao shi jian 	冇時間	c=1 d=2.82317e-063 t=36766
mao si 	貌似	c=17 d=0.516851 t=36766
mao suo wei 	冇所謂	c=2 d=0.000340532 t=36766
mao wen ti 	冇問題	c=2 d=1.47936e-070 t=36766
mao xian 	冒險	c=1 d=2.33306e-055 t=36766
me 	麼	c=6 d=4.03553e-031 t=36766
me you 	麼有	c=1 d=5.76244e-016 t=36766
mei 	每	c=3 d=2.90685e-028 t=36766
mei 	沒	c=27 d=0.0795686 t=36766
mei 	煤	c=1 d=0.202909 t=36766
mei 	美	c=2 d=4.66241e-075 t=36766
mei ban fa 	沒辦法	c=2 d=1.0417e-010 t=36766
mei bi yao 	沒必要	c=1 d=8.42346e-012 t=36766
mei bu qi 	沒不起	c=1 d=1.36543e-076 t=36766
mei cha bie 	沒差別	c=1 d=1.92404e-052 t=36766
mei cheng gong 	沒成功	c=1 d=1.71263e-065 t=36766
mei ci 	每次	c=29 d=0.0270521 t=36766
mei cun 	沒存	c=1 d=3.86309e-076 t=36766
mei cuo 	沒錯	c=2 d=7.58232e-039 t=36766
mei dang 	每當	c=1 d=5.63052e-067 t=36766
mei dao li 	沒道理	c=1 d=3.72336e-025 t=36766
mei deng dao 	沒等到	c=2 d=7.93847e-029 t=36766
mei di 	沒底	c=2 d=2.45529e-038 t=36766
mei dian 	沒電	c=1 d=1.37302e-053 t=36766
mei dong 	沒動	c=2 d=1.08384e-006 t=36766
mei dong bi 	沒動筆	c=1 d=4.13136e-013 t=36766
mei fa 	沒法	c=9 d=0.000224058 t=36766
mei fa xian 	沒發現	c=1 d=1.33153e-045 t=36766
mei fan ying 	沒反應	c=4 d=6.33368e-010 t=36766
mei fang 	美方	c=0 d=0.00391639 t=36766
mei fang you 	美方有	c=1 d=0.0393602 t=36766
mei gai 	沒改	c=2 d=6.60678e-007 t=36766
mei ge 	每個	c=12 d=0.574072 t=36766
mei ge 	每隔	c=4 d=1.17064e-030 t=36766
mei ge yue 	每個月	c=2 d=0.467666 t=36766
mei guan xi 	沒關係	c=7 d=3.37259e-008 t=36766
mei hua 	美化	c=0 d=5.43906e-014 t=36766
mei hua yi xia 	美化一下	c=1 d=5.46632e-013 t=36766
mei ji lu 	沒記錄	c=1 d=1.77363e-065 t=36766
mei jian guo 	沒見過	c=1 d=0.00856561 t=36766
mei jiu xu 	沒就緒	c=1 d=1.19405e-057 t=36766
mei kan 	沒看	c=0 d=1.0492e-066 t=36766
mei kan chu 	沒看出	c=1 d=2.27514e-024 t=36766
mei kan dao 	沒看到	c=6 d=4.23797e-048 t=36766
mei kan dong 	沒看懂	c=2 d=1.58106e-007 t=36766
mei ku 	美哭	c=1 d=7.03946e-018 t=36766
mei lai 	沒來	c=1 d=2.37074e-067 t=36766
mei li 	美麗	c=1 d=2.01054e-040 t=36766
mei li 	魅力	c=1 d=2.76792e-007 t=36766
mei li qi 	沒力氣	c=1 d=9.79333e-020 t=36766
mei lian xi 	沒聯繫	c=1 d=1.24367e-036 t=36766
mei liu yi 	沒留意	c=2 d=4.83665e-014 t=36766
mei qian 	沒錢	c=1 d=1.35184e-076 t=36766
mei qu diao 	沒去掉	c=1 d=1.57147e-053 t=36766
mei qun 	沒羣	c=1 d=1.94238e-046 t=36766
mei ren 	沒人	c=1 d=9.02779e-033 t=36766
mei ren zhu 	沒忍住	c=1 d=5.6493e-018 t=36766
mei sha 	沒啥	c=5 d=1.39717e-015 t=36766
mei shang bao 	沒上報	c=1 d=0.798516 t=36766
mei shen me 	沒什麼	c=9 d=3.50706e-012 t=36766
mei sheng xiao 	沒生效	c=1 d=2.45743e-019 t=36766
mei sheng yin 	沒聲音	c=1 d=4.44995e-034 t=36766
mei shi 	沒事	c=9 d=0.0203436 t=36766
mei shi 	美食	c=3 d=0.104567 t=36766
mei shi jian 	沒時間	c=2 d=3.57737e-025 t=36766
mei shuo 	沒說	c=3 d=2.03503e-006 t=36766
mei shuo chu lai 	沒說出來	c=1 d=0.00366107 t=36766
mei shuo qing chu 	沒說清楚	c=1 d=0.0187793 t=36766
mei ti 	媒體	c=10 d=0.176252 t=36766
mei ti dan 	沒提單	c=1 d=3.54539e-037 t=36766
mei ti ku 	媒體庫	c=53 d=2.59235 t=36766
mei tian 	每天	c=9 d=0.130616 t=36766
mei ting dong 	沒聽懂	c=1 d=2.84757e-076 t=36766
mei ting duo 	沒挺多	c=1 d=2.70657e-008 t=36766
mei tu 	沒圖	c=1 d=0.000129737 t=36766
mei tu 	美圖	c=1 d=4.71598e-070 t=36766
mei wei 	美味	c=1 d=2.66148e-075 t=36766
mei wen ti 	沒問題	c=14 d=0.00741119 t=36766
mei wo 	沒我	c=2 d=5.94198e-024 t=36766
mei xia ba 	沒下巴	c=1 d=8.25754e-072 t=36766
mei xia fa 	沒下發	c=1 d=1.44991e-047 t=36766
mei xiang 	沒想	c=1 d=1.72608e-010 t=36766
mei xiang dao 	沒想到	c=3 d=0.00140882 t=36766
mei xiao guo 	沒效果	c=1 d=3.64331e-034 t=36766
mei xie 	美協	c=1 d=4.79638e-063 t=36766
mei xing 	沒醒	c=0 d=1.10472e-055 t=36766
mei xing qu 	沒醒去	c=1 d=1.11026e-054 t=36766
mei ya suo 	沒壓縮	c=1 d=4.22775e-049 t=36766
mei yan 	媚眼	c=1 d=5.0933e-005 t=36766
mei yan 	美豔	c=1 d=4.12056e-041 t=36766
mei yan 	美顏	c=1 d=4.14121e-041 t=36766
mei yi 	每一	c=1 d=5.81107e-056 t=36766
mei yi ge 	每一個	c=2 d=3.36117e-055 t=36766
mei yi hang 	沒一行	c=2 d=2.86447e-028 t=36766
mei yi ju 	每一句	c=1 d=9.42185e-065 t=36766
mei yi ju 	沒一句	c=1 d=9.37485e-065 t=36766
mei yi miao 	沒一秒	c=1 d=3.347e-036 t=36766
mei yong 	沒用	c=5 d=8.64112e-019 t=36766
mei yong guo 	沒用過	c=1 d=8.68443e-018 t=36766
mei you 	沒有	c=168 d=2.34011 t=36766
mei you jiu 	沒有就	c=1 d=2.17955e-019 t=36766
mei you zhuan men 	沒有專門	c=1 d=5.25109e-011 t=36766
mei yue 	每月	c=1 d=1.21647e-070 t=36766
mei zhao dao 	沒找到	c=3 d=9.05608e-011 t=36766
mei zhe 	沒轍	c=0 d=1.72092e-064 t=36766
mei zhe me 	沒轍麼	c=2 d=3.95764e-037 t=36766
mei zhou 	每週	c=1 d=3.67742e-026 t=36766
mei zhuang 	沒裝	c=1 d=5.64893e-076 t=36766
mei zi yuan 	沒資源	c=1 d=4.83059e-029 t=36766
mei zou wan 	沒走完	c=1 d=3.76988e-024 t=36766
mei zu 	魅族	c=1 d=0.900325 t=36766
mei zuo 	沒做	c=1 d=5.98213e-015 t=36766
men 	們	c=27 d=0.0151463 t=36766
men jin 	門禁	c=1 d=0.353455 t=36766
men kou 	門口	c=1 d=0.290835 t=36766
men piao 	門票	c=1 d=1.51067e-030 t=36766
men shang 	門上	c=1 d=0.496585 t=36766
meng 	夢	c=1 d=3.69511e-053 t=36766
mi 	密	c=2 d=2.53753e-015 t=36766
mi 	米	c=2 d=0.145011 t=36766
mi da shi 	密大師	c=2 d=0.0769192 t=36766
mi da shi 	米大師	c=1 d=0.680451 t=36766
mi jue 	祕訣	c=2 d=2.31669e-031 t=36766
mi ma 	密碼	c=5 d=6.14421e-007 t=36766
mi mi 	祕密	c=1 d=2.40616e-065 t=36766
mi mi hu hu 	迷迷糊糊	c=2 d=7.69829e-052 t=36766
mi yue 	密鑰	c=6 d=5.07975e-053 t=36766
mian 	免	c=1 d=0.00181803 t=36766
mian 	麪	c=3 d=0.000179994 t=36766
mian fei 	免費	c=2 d=1.68605e-074 t=36766
mian guang gao 	麪廣告	c=1 d=0.00180897 t=36766
mian ju 	面具	c=2 d=3.76961e-074 t=36766
mian mian xiang qu 	面面相覷	c=1 d=1.63839e-073 t=36766
mian tan 	面談	c=1 d=4.37075e-058 t=36766
mian xiang 	面向	c=1 d=3.68118e-038 t=36766
mian yue yu 	免越獄	c=1 d=2.79565e-036 t=36766
mian zong 	麪總	c=38 d=0.0119145 t=36766
miao jie 	廟街	c=1 d=1.60567e-071 t=36766
miao shu 	描述	c=5 d=6.35961e-029 t=36766
mie 	乜	c=1 d=1.79701e-072 t=36766
mie 	咩	c=11 d=0.0019388 t=36766
mie yi si 	咩意思	c=2 d=1.2681e-059 t=36766
min 	民	c=1 d=1.88331e-065 t=36766
min gan 	敏感	c=1 d=1.39168e-006 t=36766
min zheng 	民政	c=1 d=4.73639e-062 t=36766
min zheng ju 	民政局	c=1 d=5.20842e-062 t=36766
ming 	名	c=25 d=0.156962 t=36766
ming 	明	c=2 d=0.844213 t=36766
ming bai 	明白	c=17 d=9.9295e-006 t=36766
ming chen 	名臣	c=1 d=3.11054e-027 t=36766
ming cheng 	名稱	c=15 d=0.0513033 t=36766
ming dan 	名單	c=0 d=6.07111e-072 t=36766
ming hou 	明後	c=0 d=1.38225e-074 t=36766
ming hou ri 	明後日	c=1 d=1.38918e-073 t=36766
ming le 	明了	c=1 d=2.77632e-072 t=36766
ming ling 	命令	c=14 d=0.00125961 t=36766
ming ling hang 	命令行	c=2 d=7.11631e-016 t=36766
ming ling ni guan 	命令你館	c=1 d=0.0126512 t=36766
ming ling zi 	命令字	c=1 d=9.28375e-009 t=36766
ming ming 	命名	c=5 d=0.466838 t=36766
ming ming 	明明	c=1 d=0.0195457 t=36766
ming nian 	明年	c=1 d=4.84953e-075 t=36766
ming pin 	名品	c=0 d=6.23667e-065 t=36766
ming pin tang 	名品堂	c=1 d=6.26793e-064 t=36766
ming que 	明確	c=1 d=1.75814e-050 t=36766
ming ti 	命題	c=1 d=1.72039e-030 t=36766
ming tian 	明天	c=25 d=0.207391 t=36766
ming xian 	明顯	c=10 d=0.217621 t=36766
ming xing 	明星	c=1 d=2.7946e-061 t=36766
ming yue 	明月	c=1 d=2.58907e-074 t=36766
ming zhong 	命中	c=1 d=2.06067e-065 t=36766
ming zi 	名字	c=20 d=0.786628 t=36766
mo 	摸	c=1 d=5.88987e-038 t=36766
mo 	末	c=1 d=5.43501e-063 t=36766
mo 	莫	c=0 d=1.43036e-006 t=36766
mo ban 	模板	c=31 d=0.0052268 t=36766
mo ban shi 	模板時	c=1 d=1.74183e-058 t=36766
mo ban zi ti 	模板字體	c=1 d=2.43829e-074 t=36766
mo chun hong 	莫春紅	c=1 d=1.43753e-005 t=36766
mo fu wen 	莫富文	c=6 d=9.56103e-038 t=36766
mo han fu 	莫漢富	c=1 d=0.188247 t=36766
mo hu 	模糊	c=3 d=2.01293e-048 t=36766
mo kuai 	模塊	c=7 d=0.0368342 t=36766
mo ni 	模擬	c=3 d=5.75718e-005 t=36766
mo ni qi 	模擬器	c=1 d=1.39211e-039 t=36766
mo ren 	沒人	c=1 d=2.511e-008 t=36766
mo ren 	默認	c=15 d=1.24365e-007 t=36766
mo ren zhi 	默認值	c=4 d=0.00185216 t=36766
mo sheng 	陌生	c=1 d=8.92125e-011 t=36766
mo sheng ren 	陌生人	c=1 d=2.46196e-070 t=36766
mo shi 	模式	c=11 d=0.503616 t=36766
mo xing 	模型	c=1 d=4.19067e-063 t=36766
mou 	某	c=0 d=9.73454e-009 t=36766
mou duan 	某段	c=1 d=1.03591e-062 t=36766
mou ge 	某個	c=9 d=2.58739e-037 t=36766
mou ji ge zi 	某幾個字	c=1 d=9.78334e-008 t=36766
mou xie 	某些	c=1 d=3.08441e-016 t=36766
mou yi 	某一	c=0 d=2.9142e-055 t=36766
mou yi shou 	某一首	c=1 d=2.92881e-054 t=36766
mu biao 	目標	c=3 d=6.75783e-006 t=36766
mu deng kou dai 	目瞪口呆	c=1 d=4.14544e-053 t=36766
mu di 	目的	c=6 d=2.23521e-018 t=36766
mu di shi 	目的是	c=1 d=2.24554e-017 t=36766
mu ji 	母雞	c=1 d=0.683861 t=36766
mu lu 	目錄	c=124 d=0.941765 t=36766
mu lu biao 	目錄表	c=1 d=2.77839e-022 t=36766
mu lu shi 	目錄是	c=1 d=2.09951e-020 t=36766
mu lu xia 	目錄下	c=2 d=1.22602e-015 t=36766
mu qian 	目前	c=28 d=0.0834488 t=36766
mu qin 	母親	c=2 d=3.97751e-075 t=36766
mu wu 	木屋	c=0 d=0.00816756 t=36766
mu wu shao kao 	木屋燒烤	c=1 d=0.082085 t=36766
mu you 	木有	c=8 d=0.477295 t=36766
na 	哪	c=12 d=2.59276e-032 t=36766
na 	娜	c=1 d=3.32386e-072 t=36766
na 	拿	c=3 d=2.42876e-028 t=36766
na 	那	c=94 d=0.0652483 t=36766
na bian 	那邊	c=35 d=3.40918e-006 t=36766
na bu dao 	拿不到	c=1 d=2.78795e-033 t=36766
na ci 	那次	c=1 d=2.14142e-076 t=36766
na dao 	拿到	c=12 d=2.68115e-005 t=36766
na dao 	那倒	c=2 d=9.81565e-039 t=36766
na dao le 	拿到了	c=1 d=6.55643e-064 t=36766
na duan 	那段	c=2 d=4.56402e-050 t=36766
na fen 	那份	c=1 d=1.35119e-041 t=36766
na ge 	哪個	c=24 d=0.0251301 t=36766
na ge 	那個	c=65 d=0.282764 t=36766
na ge yi 	哪個一	c=1 d=2.15068e-068 t=36766
na gei 	拿給	c=1 d=3.91826e-037 t=36766
na hai shi 	那還是	c=1 d=1.6424e-043 t=36766
na hui lai 	拿回來	c=1 d=4.01745e-037 t=36766
na ji ge 	哪幾個	c=4 d=3.62711e-011 t=36766
na jiu 	那就	c=3 d=1.04795e-051 t=36766
na jiu shi 	那就是	c=1 d=1.65519e-046 t=36766
na kuai 	那塊	c=3 d=2.32236e-030 t=36766
na li 	哪裏	c=9 d=0.0317456 t=36766
na li 	那裏	c=7 d=0.00862301 t=36766
na liang ge 	那兩個	c=1 d=2.86486e-059 t=36766
na ma fan 	那麻煩	c=1 d=1.24706e-068 t=36766
na me 	那麼	c=10 d=6.74713e-019 t=36766
na mei 	那沒	c=1 d=3.29079e-072 t=36766
na shi bu shi 	那是不是	c=1 d=7.67312e-032 t=36766
na tai 	那臺	c=1 d=2.1096e-047 t=36766
na tao 	那套	c=2 d=2.18407e-014 t=36766
na tiao 	那條	c=1 d=0.0614212 t=36766
na wei 	哪位	c=4 d=5.9222e-006 t=36766
na wo 	那我	c=1 d=9.98607e-014 t=36766
na wo men 	那我們	c=1 d=7.01964e-073 t=36766
na xia lai 	拿下來	c=1 d=9.07613e-037 t=36766
na xie 	哪些	c=2 d=4.02935e-013 t=36766
na xie 	那些	c=8 d=0.229847 t=36766
na yang 	那樣	c=1 d=0.000569928 t=36766
na ye 	那也	c=1 d=1.30628e-055 t=36766
na yi 	哪一	c=0 d=1.04799e-023 t=36766
na yi 	那一	c=0 d=8.89159e-061 t=36766
na yi duan 	那一段	c=1 d=3.24587e-028 t=36766
na yi ge 	哪一個	c=2 d=0.0370921 t=36766
na yi lie 	那一列	c=1 d=8.93616e-060 t=36766
na yi shou 	哪一首	c=1 d=1.05324e-022 t=36766
na zhong 	那種	c=6 d=1.20757e-013 t=36766
nai 	耐	c=1 d=1.04721e-072 t=36766
nai nai 	奶奶	c=25 d=0.0396335 t=36766
nai tu 	奶凸	c=1 d=3.93978e-072 t=36766
nan 	男	c=4 d=0.000332125 t=36766
nan 	難	c=2 d=0.0184074 t=36766
nan dao 	難道	c=3 d=9.71272e-011 t=36766
nan fang 	南方	c=3 d=0.722949 t=36766
nan guai 	難怪	c=1 d=0.0143357 t=36766
nan ren 	男人	c=2 d=1.97073e-040 t=36766
nan shan 	南山	c=4 d=0.669464 t=36766
nan shan qu 	南山區	c=3 d=0.86319 t=36766
nan shou 	難受	c=1 d=3.44072e-008 t=36766
nan xing 	難行	c=1 d=1.98709e-049 t=36766
nao 	鬧	c=1 d=4.26529e-006 t=36766
nao xin 	鬧心	c=1 d=4.88147e-064 t=36766
nao zhong 	鬧鐘	c=1 d=5.66296e-017 t=36766
nao zhong xiang le 	鬧鐘響了	c=1 d=2.64829e-046 t=36766
ne 	呢	c=26 d=0.00068408 t=36766
ne di 	呢滴	c=2 d=1.4751e-071 t=36766
ne ge 	呢個	c=2 d=0.00247235 t=36766
ne ji ri 	呢幾日	c=1 d=1.57768e-070 t=36766
nei 	內	c=7 d=0.00468914 t=36766
nei bu 	內部	c=2 d=2.45652e-044 t=36766
nei cun 	內存	c=9 d=1.55028e-011 t=36766
nei han 	內涵	c=1 d=4.66603e-033 t=36766
nei he 	內核	c=2 d=1.94256e-032 t=36766
nei rong 	內容	c=11 d=0.00350592 t=36766
nei zhi 	內置	c=4 d=0.0639381 t=36766
nen mang 	嫩忙	c=1 d=7.6455e-019 t=36766
neng 	能	c=120 d=1.21255 t=36766
neng bu neng 	能不能	c=14 d=0.00484407 t=36766
neng fou 	能否	c=15 d=0.113042 t=36766
neng gou 	能夠	c=13 d=1.00859 t=36766
neng jie jue 	能解決	c=1 d=4.15971e-064 t=36766
neng li 	能力	c=10 d=0.398288 t=36766
neng ou 	能偶	c=1 d=2.78977e-070 t=36766
neng yong 	能用	c=1 d=4.58689e-067 t=36766
neng zai 	能在	c=1 d=1.24816e-049 t=36766
neng zhe 	能者	c=1 d=8.80611e-064 t=36766
ni 	你	c=371 d=0.796444 t=36766
ni 	膩	c=1 d=0.0713613 t=36766
ni cuo le 	你錯了	c=1 d=2.31267e-040 t=36766
ni de 	你的	c=1 d=1.27424e-057 t=36766
ni ge 	你個	c=0 d=4.30802e-036 t=36766
ni hai 	膩害	c=1 d=6.6293e-047 t=36766
ni jia 	你家	c=1 d=2.29668e-076 t=36766
ni jia de 	你家的	c=0 d=8.6839e-077 t=36766
ni jia de mao 	你家的貓	c=1 d=8.72741e-076 t=36766
ni jue de 	你覺得	c=1 d=2.67209e-063 t=36766
ni ma 	你媽	c=2 d=3.09882e-012 t=36766
ni ma 	尼瑪	c=1 d=3.11435e-012 t=36766
ni men 	你們	c=44 d=1.13061e-011 t=36766
ni ne ge 	你呢個	c=1 d=0.0248475 t=36766
ni shi bu shi 	你是不是	c=1 d=7.73656e-070 t=36766
ni yao 	你要	c=2 d=4.76272e-039 t=36766
ni yi jing 	你已經	c=2 d=1.12953e-071 t=36766
ni you 	你有	c=1 d=9.31035e-072 t=36766
ni zhan 	逆戰	c=3 d=2.10957e-074 t=36766
nian 	唸	c=1 d=1.96117e-071 t=36766
nian 	年	c=4 d=6.3666e-006 t=36766
nian di 	年底	c=1 d=4.88927e-024 t=36766
nian hou 	年後	c=1 d=2.50044e-076 t=36766
nian qian 	年前	c=7 d=4.74477e-024 t=36766
nian zhong 	年終	c=3 d=5.69988e-064 t=36766
nian zhong jiang 	年終獎	c=1 d=1.70618e-050 t=36766
niao 	尿	c=1 d=5.50665e-070 t=36766
nin 	您	c=136 d=0.390258 t=36766
nin hao 	您好	c=1 d=8.02792e-005 t=36766
ning meng 	檸檬	c=1 d=6.62839e-016 t=36766
niu 	牛	c=2 d=1.82553e-022 t=36766
niu bi 	牛逼	c=2 d=3.59909e-008 t=36766
niu rou wan 	牛肉丸	c=1 d=1.01626e-072 t=36766
nong 	弄	c=1 d=3.24014e-066 t=36766
nong hao 	弄好	c=3 d=2.48644e-010 t=36766
nong min 	農民	c=1 d=0.472367 t=36766
nu li 	努力	c=6 d=0.946485 t=36766
nuo si 	諾斯	c=0 d=1.99433e-034 t=36766
nv 	女	c=1 d=1.36496e-072 t=36766
nv de 	女的	c=1 d=1.88401e-040 t=36766
nv lang 	女郎	c=0 d=3.42508e-073 t=36766
nv peng you 	女朋友	c=3 d=5.39635e-040 t=36766
nv ren 	女人	c=0 d=2.37235e-076 t=36766
nv ren hua 	女人花	c=1 d=2.38424e-075 t=36766
nv shen 	女神	c=2 d=8.26276e-070 t=36766
nv wang 	女王	c=1 d=6.39367e-033 t=36766
nv zhu 	女主	c=1 d=8.51047e-074 t=36766
nv zhu bo 	女主播	c=1 d=9.64527e-076 t=36766
nv zi 	女仔	c=1 d=1.16314e-072 t=36766
o 	哦	c=33 d=0.00269903 t=36766
o 	噢	c=40 d=0.035941 t=36766
o o 	哦哦	c=1 d=4.98262e-070 t=36766
o o 	噢噢	c=2 d=8.39117e-055 t=36766
o o o 	哦哦哦	c=1 d=0.000221519 t=36766
o shi 	噢是	c=1 d=8.98459e-006 t=36766
ou pi 	藕披	c=1 d=1.84325e-018 t=36766
ou tu 	嘔吐	c=0 d=5.35683e-070 t=36766
pa 	怕	c=8 d=3.57344e-012 t=36766
pa ni 	怕你	c=1 d=6.56313e-076 t=36766
pa shi 	怕是	c=2 d=7.44003e-068 t=36766
pai 	拍	c=1 d=5.59272e-076 t=36766
pai 	排	c=1 d=1.29638e-047 t=36766
pai 	牌	c=1 d=4.06336e-053 t=36766
pai ban 	拍板	c=1 d=1.19259e-072 t=36766
pai bu shang 	排不上	c=1 d=1.30202e-046 t=36766
pai cha 	排查	c=12 d=0.932767 t=36766
pai hang 	排行	c=0 d=1.68455e-048 t=36766
pai hang ban 	排行辦	c=1 d=1.693e-047 t=36766
pai hang bang 	排行榜	c=2 d=3.50817e-047 t=36766
pai hao 	排好	c=1 d=0.000605171 t=36766
pai hao 	牌號	c=1 d=0.000602152 t=36766
pai qi 	排期	c=3 d=9.89312e-051 t=36766
pai qi 	排氣	c=1 d=2.23846e-068 t=36766
pai wei 	排位	c=1 d=1.29839e-072 t=36766
pai xi 	拍戲	c=1 d=6.82538e-037 t=36766
pai xu 	排序	c=2 d=3.44013e-006 t=36766
pai you xian ji 	排優先級	c=1 d=8.53568e-050 t=36766
pai zai 	排在	c=1 d=1.01944e-050 t=36766
pan 	判	c=1 d=1.68398e-043 t=36766
pan da 	盤大	c=1 d=3.53793e-071 t=36766
pan duan 	判斷	c=12 d=1.16793e-011 t=36766
pang bian 	旁邊	c=3 d=0.229297 t=36766
pang da 	龐大	c=1 d=3.55566e-071 t=36766
pao 	跑	c=4 d=2.3505e-025 t=36766
pao bu 	跑步	c=2 d=0.000284437 t=36766
pao chu 	拋出	c=1 d=3.93644e-062 t=36766
pao dei zao 	跑得早	c=1 d=9.40933e-020 t=36766
pao le 	跑了	c=1 d=1.60988e-043 t=36766
pao qi 	拋棄	c=1 d=1.91308e-073 t=36766
pao tui 	跑腿	c=1 d=0.0963276 t=36766
pao xie 	跑鞋	c=5 d=0.501404 t=36766
pao yi xia 	跑一下	c=4 d=2.78179e-007 t=36766
pei 	賠	c=1 d=6.09966e-038 t=36766
pei 	配	c=3 d=3.50609e-017 t=36766
pei 	陪	c=1 d=4.27169e-053 t=36766
pei ban 	陪伴	c=1 d=5.87685e-012 t=36766
pei fu 	佩服	c=1 d=1.4392e-048 t=36766
pei hao 	配好	c=1 d=1 t=36766
pei hao le 	配好了	c=2 d=1.65749e-025 t=36766
pei he 	配合	c=5 d=3.64711e-046 t=36766
pei le 	配了	c=0 d=2.77122e-022 t=36766
pei le ma 	配了嗎	c=1 d=2.78511e-021 t=36766
pei qian 	賠錢	c=1 d=5.41746e-025 t=36766
pei tao 	配套	c=1 d=1.6934e-032 t=36766
pei yi xia 	配一下	c=1 d=2.61525e-016 t=36766
pei zhi 	配置	c=56 d=0.985112 t=36766
pen 	噴	c=1 d=2.48712e-072 t=36766
peng 	碰	c=2 d=1.71686e-048 t=36766
peng wo 	捧我	c=1 d=0.021068 t=36766
peng you 	朋友	c=2 d=1.00477e-071 t=36766
peng you quan 	朋友全	c=1 d=2.83241e-072 t=36766
pi 	批	c=2 d=7.49538e-021 t=36766
