# Rime user dictionary
#@/db_name	luna_pinyin.userdb.userdb.kct
#@/db_type	userdb
#@/rime_version	1.1.2
#@/tick	36766
#@/user_id	Office-PC
gang 	剛	c=9 d=0.03439 t=36766
gang cai 	剛纔	c=16 d=0.0618229 t=36766
gang chi wan fan 	剛吃完飯	c=1 d=5.55366e-023 t=36766
gang chu sheng 	剛出生	c=1 d=3.7645e-066 t=36766
gang gang 	剛剛	c=6 d=0.0149257 t=36766
gang jiao 	剛交	c=1 d=7.80127e-021 t=36766
gang kai hui 	剛開會	c=1 d=2.60044e-008 t=36766
gang xie 	剛寫	c=1 d=5.24735e-032 t=36766
gao 	搞	c=13 d=0.242926 t=36766
gao 	稿	c=1 d=4.64829e-047 t=36766
gao 	高	c=6 d=3.95293e-023 t=36766
gao ban ben 	高版本	c=2 d=3.43465e-046 t=36766
gao cuo 	搞錯	c=1 d=3.26648e-073 t=36766
gao dao 	搞到	c=2 d=7.81975e-065 t=36766
gao dei 	搞得	c=1 d=2.75113e-053 t=36766
gao dian 	搞掂	c=1 d=8.69654e-005 t=36766
gao ding 	搞定	c=1 d=4.91963e-038 t=36766
gao du 	高度	c=2 d=2.26374e-075 t=36766
gao duan 	高端	c=3 d=1.39357e-022 t=36766
gao feng 	高峯	c=1 d=7.6398e-069 t=36766
gao hao 	搞好	c=1 d=7.03302e-066 t=36766
gao ji 	高級	c=1 d=2.56426e-050 t=36766
gao ji hei 	高級黑	c=1 d=2.57711e-049 t=36766
gao jing 	告警	c=3 d=0.227357 t=36766
gao shi 	告示	c=1 d=1.24303e-030 t=36766
gao su 	告訴	c=5 d=0.0679546 t=36766
gao su wo 	告訴我	c=1 d=7.93022e-008 t=36766
gao wan 	搞完	c=1 d=1.27884e-070 t=36766
gao xiao 	搞笑	c=1 d=8.90374e-076 t=36766
gao xie 	高些	c=1 d=4.08873e-038 t=36766
gao ya xian 	高壓線	c=1 d=2.55546e-038 t=36766
gao yi 	高一	c=0 d=1.95006e-064 t=36766
gao yi ge 	搞一個	c=1 d=1.21172e-024 t=36766
gao yi xie 	高一些	c=1 d=1.95984e-063 t=36766
gao zhi 	告知	c=2 d=2.58243e-030 t=36766
gao zhong 	高中	c=1 d=4.16255e-072 t=36766
gao zuo 	搞左	c=1 d=1.43866e-073 t=36766
ge 	個	c=62 d=0.117441 t=36766
ge 	各	c=6 d=0.00392083 t=36766
ge 	哥	c=40 d=0.00882647 t=36766
ge 	歌	c=14 d=0.0037164 t=36766
ge 	隔	c=1 d=2.45226e-053 t=36766
ge ci 	歌詞	c=50 d=0.0124719 t=36766
ge ci ben 	歌詞本	c=1 d=2.94399e-056 t=36766
ge ci hai bao 	歌詞海報	c=1 d=4.47759e-048 t=36766
ge ci ye 	歌詞也	c=1 d=3.00653e-068 t=36766
ge dan 	各彈	c=1 d=1.46373e-041 t=36766
ge dan 	歌單	c=12 d=0.00163682 t=36766
ge dan ye mian 	歌單頁面	c=1 d=2.81445e-056 t=36766
ge ge 	各個	c=1 d=1.02636e-012 t=36766
ge ge 	哥哥	c=1 d=1.17631e-028 t=36766
ge gei ni xing neng 	哥給你性能	c=1 d=1.36738e-034 t=36766
ge jian cha 	個檢查	c=1 d=8.1968e-044 t=36766
ge ming 	歌名	c=1 d=3.17716e-041 t=36766
ge ming 	革命	c=1 d=3.16132e-041 t=36766
ge ni 	格尼	c=1 d=1.11507e-046 t=36766
ge qian 	擱淺	c=0 d=7.97352e-073 t=36766
ge qu 	各取	c=4 d=5.23542e-018 t=36766
ge qu 	歌曲	c=167 d=8.98665 t=36766
ge qu ming 	歌曲明	c=1 d=1.26612e-070 t=36766
ge ren 	個人	c=1 d=2.7683e-038 t=36766
ge rou 	割肉	c=1 d=1.25677e-071 t=36766
ge shi 	格式	c=84 d=2.83965 t=36766
ge shi ge yang 	各式各樣	c=1 d=2.1957e-047 t=36766
ge shi hua 	格式化	c=1 d=3.50176e-009 t=36766
ge shi qu 	各市區	c=0 d=9.98373e-071 t=36766
ge shou 	歌手	c=23 d=0.0723758 t=36766
ge shou ming 	歌手名	c=1 d=0.0523397 t=36766
ge shou ye 	歌手頁	c=1 d=6.30384e-043 t=36766
ge shu 	個數	c=1 d=1.28307e-050 t=36766
ge ti 	個體	c=0 d=2.12646e-024 t=36766
ge ti fen xi 	個體分析	c=1 d=2.13712e-023 t=36766
ge wei 	各位	c=1 d=0.00013776 t=36766
ge xing 	個性	c=2 d=8.15576e-042 t=36766
ge xing hua 	個性化	c=4 d=8.36097e-042 t=36766
ge yue 	個月	c=1 d=1.21375e-073 t=36766
ge zhong 	各種	c=16 d=0.178173 t=36766
ge zhong tu 	各種圖	c=1 d=4.79001e-018 t=36766
ge zi 	個字	c=2 d=1.69478e-030 t=36766
ge zi 	各自	c=1 d=7.18877e-059 t=36766
gei 	給	c=52 d=0.454203 t=36766
gei bao 	給包	c=2 d=2.24592e-019 t=36766
gei bie ren neng 	給別人能	c=1 d=2.3509e-027 t=36766
gei bu dao 	給不到	c=1 d=5.27797e-071 t=36766
gei dao 	給到	c=10 d=5.27921e-015 t=36766
gei de 	給的	c=4 d=1.31153e-014 t=36766
gei dian 	給點	c=2 d=2.11427e-012 t=36766
gei ge 	給個	c=8 d=8.32237e-017 t=36766
gei guo 	給過	c=1 d=3.40395e-058 t=36766
gei le 	給了	c=1 d=1.82138e-054 t=36766
gei li 	給力	c=4 d=2.55511e-007 t=36766
gei ni 	給你	c=22 d=0.0110536 t=36766
gei ni men 	給你們	c=4 d=1.45648e-012 t=36766
gei nin 	給您	c=8 d=0.0184658 t=36766
gei ren 	給人	c=1 d=1.29064e-031 t=36766
gei shu ju 	給數據	c=1 d=1.65237e-026 t=36766
gei ta 	給他	c=1 d=2.84186e-023 t=36766
gei wo 	給我	c=12 d=0.0191587 t=36766
gei wo men 	給我們	c=5 d=0.000176889 t=36766
gei xi 	給系	c=2 d=2.30277e-010 t=36766
gei xia 	給下	c=9 d=0.000437252 t=36766
gen 	根	c=5 d=0.064894 t=36766
gen 	跟	c=15 d=0.462294 t=36766
gen ben 	根本	c=3 d=6.92876e-008 t=36766
gen bu shang 	跟不上	c=1 d=7.88773e-033 t=36766
gen dan 	跟單	c=1 d=0.00162866 t=36766
gen ji 	根基	c=1 d=9.23244e-032 t=36766
gen jin 	跟進	c=37 d=0.606629 t=36766
gen ju 	根據	c=18 d=0.103312 t=36766
gen le 	跟了	c=1 d=0.276651 t=36766
gen mu lu 	根目錄	c=2 d=0.000401622 t=36766
gen ni 	跟你	c=2 d=0.00196591 t=36766
gen wo 	跟我	c=1 d=0.00591656 t=36766
gen wo shuo 	跟我說	c=0 d=3.59959e-040 t=36766
gen xin 	跟新	c=2 d=0.000911882 t=36766
gen yin 	跟因	c=1 d=1.15998e-040 t=36766
gen zong 	跟蹤	c=1 d=1.27164e-033 t=36766
geng 	更	c=7 d=1.21697e-016 t=36766
geng da 	更大	c=1 d=8.79235e-075 t=36766
geng duo 	更多	c=4 d=0.000428594 t=36766
geng gai 	更改	c=2 d=6.56578e-022 t=36766
geng gui yi 	更詭異	c=1 d=1.36385e-033 t=36766
geng hao 	更好	c=1 d=6.87874e-011 t=36766
geng huan 	更換	c=9 d=0.0536647 t=36766
geng jia 	更加	c=4 d=0.923116 t=36766
geng jin 	更近	c=1 d=0.0880368 t=36766
geng kuai 	更快	c=1 d=0.0982736 t=36766
geng ming 	更名	c=1 d=3.99797e-068 t=36766
geng shen 	更深	c=1 d=9.78136e-035 t=36766
geng xiao 	更小	c=1 d=1.86425e-063 t=36766
geng xin 	更新	c=61 d=1.45278 t=36766
gong 	供	c=2 d=8.62146e-050 t=36766
gong ban 	公版	c=1 d=1.74372e-012 t=36766
gong ban 	公辦	c=1 d=2.02103e-013 t=36766
gong ce 	公測	c=1 d=0.822835 t=36766
gong cheng 	工程	c=1 d=8.13045e-066 t=36766
gong cheng shi 	工程師	c=3 d=2.19951e-038 t=36766
gong dian ju 	供電局	c=2 d=0.44404 t=36766
gong e gen shi 	共軛根式	c=1 d=2.24425e-069 t=36766
gong fang 	功放	c=1 d=1.25484e-053 t=36766
gong gong 	公共	c=1 d=6.39496e-006 t=36766
gong ji jin 	公積金	c=8 d=1.46657e-005 t=36766
gong jiao zhan 	公交站	c=1 d=0.637628 t=36766
gong ju 	工具	c=23 d=0.763408 t=36766
gong ju lei 	工具類	c=1 d=3.90736e-063 t=36766
gong lv 	功率	c=0 d=8.87524e-010 t=36766
gong lve 	攻略	c=3 d=4.76879e-075 t=36766
gong neng 	功能	c=22 d=0.337149 t=36766
gong neng ni 	功能你	c=1 d=0.0196437 t=36766
gong si 	公司	c=11 d=2.91654 t=36766
gong xi 	恭喜	c=1 d=2.57457e-008 t=36766
gong xiang 	共享	c=2 d=6.94551e-007 t=36766
gong xin bu 	工信部	c=3 d=1.6376e-038 t=36766
gong zi 	公仔	c=1 d=3.41741e-075 t=36766
gong zi 	工資	c=1 d=1.00239e-029 t=36766
gong zi gao 	工資高	c=1 d=1.00741e-028 t=36766
gong zuo 	工作	c=8 d=0.208051 t=36766
gong zuo jing yan 	工作經驗	c=1 d=2.09259e-040 t=36766
gong zuo liang 	工作量	c=34 d=0.00644146 t=36766
gong zuo ri 	工作日	c=1 d=0.0012684 t=36766
gou 	夠	c=7 d=0.0182752 t=36766
gou 	狗	c=1 d=2.0483e-053 t=36766
gou bu gou 	夠不夠	c=1 d=2.71247e-063 t=36766
gou gou 	狗狗	c=0 d=4.24966e-052 t=36766
gou gou tong guo 	狗狗通過	c=1 d=4.27096e-051 t=36766
gou jian 	構建	c=16 d=0.0098528 t=36766
gou jian hao 	構建號	c=1 d=1.20338e-031 t=36766
gou jian pin lv 	構建頻率	c=1 d=1.23364e-029 t=36766
gou ma 	詬罵	c=1 d=2.04197e-046 t=36766
gou mai 	購買	c=2 d=1.0207 t=36766
gou shi jian 	夠時間	c=1 d=1.91275e-071 t=36766
gou tong 	溝通	c=16 d=0.00594622 t=36766
gou tong guo 	夠通過	c=1 d=2.67909e-035 t=36766
gou yong 	夠用	c=2 d=3.0178e-023 t=36766
gou zao 	構造	c=6 d=8.57117e-040 t=36766
gu ding 	固定	c=7 d=0.000290884 t=36766
gu ge 	估個	c=1 d=1.2413e-043 t=36766
gu ge 	谷歌	c=2 d=1.70206e-014 t=36766
gu ji 	估計	c=23 d=0.0181334 t=36766
gu shi 	故事	c=1 d=9.7422e-076 t=36766
gu suan 	估算	c=1 d=5.34226e-037 t=36766
gu yi 	故意	c=1 d=1.23104e-063 t=36766
gua 	掛	c=2 d=0.000110003 t=36766
gua de 	掛的	c=1 d=1.16437e-055 t=36766
gua le 	掛了	c=3 d=1.17194e-032 t=36766
gua zhe 	掛着	c=1 d=7.0697e-039 t=36766
guan 	管	c=1 d=2.07755e-014 t=36766
guan 	關	c=2 d=2.09736e-008 t=36766
guan 	館	c=3 d=0.013233 t=36766
guan bi 	關閉	c=8 d=0.000380129 t=36766
guan bu liao 	關不了	c=1 d=1.6107e-049 t=36766
guan cha 	觀察	c=3 d=2.04447e-031 t=36766
guan dao 	管道	c=2 d=3.36445e-009 t=36766
guan deng 	關燈	c=1 d=5.82215e-049 t=36766
guan fang 	官方	c=3 d=0.0237541 t=36766
guan fang wen dang 	官方文檔	c=1 d=3.60449e-055 t=36766
guan ji 	關機	c=0 d=6.23793e-038 t=36766
guan jia 	管家	c=2 d=2.80479e-046 t=36766
guan jian 	關鍵	c=5 d=0.786628 t=36766
guan jian dian 	關鍵點	c=1 d=1.34076e-038 t=36766
guan jian shi 	關鍵是	c=1 d=7.17167e-031 t=36766
guan jian zi 	關鍵字	c=5 d=9.25821e-006 t=36766
guan le 	慣了	c=2 d=3.0126e-023 t=36766
guan li 	管理	c=15 d=0.0947963 t=36766
guan li chu 	管理處	c=3 d=1.07144 t=36766
guan li qi 	管理器	c=1 d=3.46492e-061 t=36766
guan lian 	關聯	c=2 d=2.27275e-041 t=36766
guan mo 	觀摩	c=1 d=5.57467e-038 t=36766
guan wang 	官網	c=1 d=1.32381e-006 t=36766
guan xi 	關係	c=6 d=0.00465413 t=36766
guan yu 	關於	c=6 d=0.00089719 t=36766
guan zhong 	觀衆	c=1 d=1.13442e-072 t=36766
guan zhu 	關注	c=6 d=1.10307e-007 t=36766
guan zhu dian 	關注點	c=1 d=0.110803 t=36766
guang biao 	光標	c=1 d=1.94813e-022 t=36766
guang bo 	廣播	c=5 d=0.285076 t=36766
guang dao 	廣島	c=1 d=3.34767e-009 t=36766
guang dong 	廣東	c=0 d=0.0117068 t=36766
guang dong shen 	廣東神	c=1 d=2.11326e-038 t=36766
guang dong sheng 	廣東省	c=1 d=2.12386e-038 t=36766
guang dong shi 	廣東式	c=1 d=0.117655 t=36766
guang gao 	廣告	c=1 d=0.00200714 t=36766
guang shi 	光是	c=1 d=2.15632e-040 t=36766
guang yi 	廣義	c=1 d=8.02356e-028 t=36766
gui 	歸	c=1 d=9.52039e-011 t=36766
gui 	貴	c=3 d=9.56811e-011 t=36766
gui 	跪	c=2 d=2.94308e-023 t=36766
gui 	鬼	c=3 d=0.196062 t=36766
gui dao 	歸到	c=1 d=5.06843e-065 t=36766
gui fan 	規範	c=5 d=2.53199e-006 t=36766
gui fang 	貴方	c=2 d=1.17417e-071 t=36766
gui gun 	貴滾	c=1 d=1.00707e-024 t=36766
gui hua an 	規劃案	c=1 d=0.000315927 t=36766
gui huan 	歸還	c=1 d=3.02839e-065 t=36766
gui lei 	歸類	c=1 d=0.000703108 t=36766
gui qiu 	跪求	c=3 d=3.25593e-035 t=36766
gui si 	貴司	c=1 d=1.431e-069 t=36766
gui xie 	跪謝	c=3 d=7.16557e-021 t=36766
gui yi 	詭異	c=3 d=1.9351e-033 t=36766
gui ze 	規則	c=3 d=0.965605 t=36766
gui zhe 	跪着	c=3 d=8.28482e-052 t=36766
gui zhe deng 	貴這等	c=1 d=1.6712e-071 t=36766
gui zhe kan 	跪着看	c=1 d=6.40108e-076 t=36766
gui zheng 	規整	c=1 d=1.15683e-008 t=36766
gun 	滾	c=1 d=0.000457378 t=36766
gun dong 	滾動	c=2 d=0.034562 t=36766
guo 	國	c=1 d=1.00614e-072 t=36766
guo 	果	c=2 d=0.299692 t=36766
guo 	過	c=24 d=0.20089 t=36766
guo 	郭	c=1 d=1.7138e-073 t=36766
guo 	鍋	c=1 d=0.382893 t=36766
guo chan 	國產	c=1 d=0.0322254 t=36766
guo cheng 	過程	c=7 d=0.0208584 t=36766
guo cheng zhong 	過程中	c=1 d=3.35977e-022 t=36766
guo cheng zhong 	過程種	c=5 d=2.02137e-015 t=36766
guo di 	過低	c=3 d=3.25017e-074 t=36766
guo du 	過度	c=1 d=3.27382e-070 t=36766
guo du 	過渡	c=1 d=1.54381e-050 t=36766
guo ge 	果個	c=1 d=2.6273e-070 t=36766
guo hu 	過戶	c=10 d=3.12595 t=36766
guo jin 	郭進	c=5 d=1.6544e-011 t=36766
guo lai 	過來	c=1 d=7.11868e-032 t=36766
guo lv 	過濾	c=29 d=0.0219731 t=36766
guo mu 	過目	c=1 d=5.52091e-071 t=36766
guo qi 	國企	c=1 d=1.09828e-044 t=36766
guo qi 	過期	c=5 d=8.49872e-042 t=36766
guo qing 	國慶	c=12 d=1.71371e-012 t=36766
guo qu 	過去	c=3 d=1.81901e-005 t=36766
guo ran 	果然	c=1 d=0.000159256 t=36766
guo tu ju 	國土局	c=2 d=3.4059e-006 t=36766
guo wan nian 	過晚年	c=1 d=2.86185e-076 t=36766
guo xia 	過夏	c=1 d=5.16027e-041 t=36766
guo yi lun 	過一輪	c=1 d=9.33445e-073 t=36766
guo yi xia 	過一下	c=4 d=1.99196e-019 t=36766
ha 	哈	c=103 d=0.0120433 t=36766
ha bo 	哈勃	c=2 d=0.612626 t=36766
ha ha 	哈哈	c=19 d=0.392586 t=36766
ha ha ha 	哈哈哈	c=26 d=0.0335649 t=36766
ha ha ha ha 	哈哈哈哈	c=9 d=3.81113e-005 t=36766
ha ha ha ha ha ha 	哈哈哈哈哈哈	c=2 d=1.52824e-019 t=36766
ha he ha ha ha ha he ha ha ha ha he ha ha ha ha he ha ha ha ha 	哈和哈哈哈哈和哈哈哈哈和哈哈哈哈和哈哈哈哈	c=1 d=3.52831e-039 t=36766
ha shen 	哈神	c=17 d=0.0322063 t=36766
ha zong 	哈總	c=13 d=0.173774 t=36766
hai 	海	c=2 d=0.244143 t=36766
hai 	還	c=19 d=0.0442459 t=36766
hai bao 	海報	c=8 d=0.00760195 t=36766
hai bu cuo 	還不錯	c=1 d=4.98517e-076 t=36766
hai bu neng 	還不能	c=1 d=3.04532e-013 t=36766
hai bu shi 	還不是	c=1 d=1.28556e-014 t=36766
hai bu tai 	還不太	c=1 d=2.0679e-018 t=36766
hai cha 	還差	c=4 d=3.05726e-059 t=36766
hai chou le yang 	還抽了樣	c=1 d=7.21007e-035 t=36766
hai dei 	還得	c=6 d=1.47082e-039 t=36766
hai gen wo shuo 	還跟我說	c=1 d=3.61763e-039 t=36766
hai hao 	還好	c=3 d=1.807e-049 t=36766
hai hui 	還會	c=4 d=0.0867261 t=36766
hai hui you 	還會有	c=1 d=0.000209665 t=36766
hai ji 	海積	c=1 d=4.00027e-016 t=36766
hai ji de 	還記得	c=1 d=1.14287e-071 t=36766
hai ke yi 	還可以	c=1 d=0.0792617 t=36766
hai mei 	還沒	c=18 d=0.00473531 t=36766
hai mei fa 	還沒發	c=2 d=6.57228e-063 t=36766
hai mei gai 	還沒改	c=1 d=2.33393e-030 t=36766
hai mei shuo 	還沒說	c=1 d=8.45506e-056 t=36766
hai mei you 	還沒有	c=7 d=0.000893825 t=36766
hai neng 	還能	c=4 d=9.25978e-008 t=36766
hai pa 	害怕	c=2 d=1.47824e-011 t=36766
hai qian 	還欠	c=1 d=1.36765e-007 t=36766
hai qing 	還請	c=1 d=1.94542e-035 t=36766
hai shi 	還是	c=91 d=0.0490327 t=36766
hai shi yao 	還是要	c=1 d=2.25059e-014 t=36766
hai ting duo 	還挺多	c=1 d=1.43675e-028 t=36766
hai wai 	海外	c=0 d=5.00334e-061 t=36766
hai wai shou xian 	海外首先	c=1 d=5.02842e-060 t=36766
hai xiang 	還想	c=1 d=2.47269e-033 t=36766
hai xu 	還需	c=2 d=1.22703e-054 t=36766
hai xu yao 	還需要	c=9 d=4.03133e-015 t=36766
hai yao 	還要	c=13 d=0.00831246 t=36766
hai yi 	還以	c=0 d=3.3718e-065 t=36766
hai yi wei 	還以韋	c=1 d=3.3887e-064 t=36766
hai you 	還有	c=38 d=0.724081 t=36766
hai yu dao 	還遇到	c=1 d=2.06754e-016 t=36766
hai zai 	還在	c=13 d=0.0193623 t=36766
hai zei 	海賊	c=1 d=4.43861e-005 t=36766
hai zei wang 	海賊王	c=6 d=0.818731 t=36766
hai zei wu shuang 	海賊無雙	c=1 d=3.65511e-072 t=36766
hai zi 	孩子	c=3 d=3.26391e-006 t=36766
hai zi a 	孩子啊	c=1 d=3.28027e-005 t=36766
hai zuo wei 	還作爲	c=1 d=0.000833397 t=36766
han guo 	韓國	c=2 d=0.0005058 t=36766
han shu 	函數	c=15 d=0.797728 t=36766
han shu ming 	函數名	c=1 d=1.58042e-061 t=36766
han wen 	韓文	c=2 d=1.0074e-046 t=36766
han yi 	涵義	c=1 d=1.57174e-055 t=36766
han yi 	漢儀	c=2 d=2.79907e-021 t=36766
han you 	含有	c=1 d=2.16345e-020 t=36766
han zi 	漢字	c=1 d=1.52736e-071 t=36766
hang 	行	c=10 d=0.00687406 t=36766
hang hai 	航海	c=0 d=1.84313e-077 t=36766
hang hai wang 	航海王	c=2 d=3.24199e-072 t=36766
hang shu 	行數	c=6 d=1.55836e-023 t=36766
hang ye 	行業	c=1 d=7.26473e-065 t=36766
hao 	好	c=218 d=1.5451 t=36766
hao 	耗	c=1 d=0.000608204 t=36766
hao 	號	c=39 d=1.81987 t=36766
hao a 	好啊	c=4 d=1.09681e-029 t=36766
hao ba 	好吧	c=5 d=0.00341258 t=36766
hao ban 	好辦	c=1 d=7.76897e-031 t=36766
hao bang 	好棒	c=1 d=5.34663e-076 t=36766
hao bu hao 	好不好	c=2 d=8.37408e-010 t=36766
hao bu you yu 	毫不猶豫	c=1 d=6.36591e-070 t=36766
hao cai 	好彩	c=1 d=8.57377e-073 t=36766
hao can 	好慘	c=1 d=0.000380129 t=36766
hao chi 	好吃	c=2 d=0.174008 t=36766
hao chu 	好處	c=2 d=2.83343e-034 t=36766
hao da 	好大	c=2 d=0.000183188 t=36766
hao de 	好的	c=43 d=0.0100627 t=36766
hao deng 	號燈	c=1 d=8.6379e-043 t=36766
hao di 	好睇	c=1 d=2.73647e-049 t=36766
hao diao 	好叼	c=1 d=8.86109e-049 t=36766
hao dong xi 	好東西	c=1 d=1.8752e-073 t=36766
hao duo 	好多	c=5 d=4.77601e-013 t=36766
hao fan 	好煩	c=1 d=2.77311e-029 t=36766
hao fu zhi 	好複製	c=1 d=2.52179e-029 t=36766
hao gan 	好感	c=1 d=1.32462e-072 t=36766
hao gao 	好高	c=1 d=3.45176e-075 t=36766
hao gui 	好貴	c=1 d=6.02524e-070 t=36766
hao guo 	好過	c=0 d=9.96675e-051 t=36766
hao hai pa 	好害怕	c=1 d=1.48565e-010 t=36766
hao hao 	好好	c=4 d=0.0199405 t=36766
hao hua 	豪華	c=1 d=0.103312 t=36766
hao huang 	好慌	c=1 d=8.8641e-053 t=36766
hao ji ge 	好幾個	c=3 d=6.91205e-009 t=36766
hao jiu 	好久	c=1 d=1.57478e-019 t=36766
hao ju zi 	好句子	c=1 d=9.29957e-029 t=36766
hao kan 	好看	c=1 d=6.49271e-008 t=36766
hao kang 	好康	c=1 d=3.92013e-072 t=36766
hao ke pa 	號可怕	c=1 d=9.35702e-072 t=36766
hao kuai 	好快	c=1 d=6.67729e-073 t=36766
hao kun 	好睏	c=1 d=4.11495e-025 t=36766
hao le 	好了	c=9 d=2.45013e-012 t=36766
hao li jie 	好理解	c=1 d=9.64035e-070 t=36766
hao lie 	好咧	c=4 d=6.23793e-037 t=36766
hao ma 	號碼	c=2 d=2.83163e-010 t=36766
hao man zu 	好滿足	c=2 d=1.50518e-046 t=36766
hao ren zhen 	好認真	c=1 d=2.30114e-040 t=36766
hao shao 	好少	c=1 d=1.54234e-073 t=36766
hao shao ren 	好少人	c=1 d=1.44214e-072 t=36766
hao shen 	好深	c=1 d=1.14602e-074 t=36766
hao shi 	好事	c=1 d=1.52135e-054 t=36766
hao shi 	好使	c=1 d=9.23685e-067 t=36766
hao shi 	耗時	c=11 d=2.21601e-014 t=36766
hao shuo 	好說	c=1 d=8.255e-039 t=36766
hao si 	好似	c=4 d=0.00162872 t=36766
hao tiao 	好調	c=1 d=3.19211e-008 t=36766
hao wan 	好玩	c=1 d=3.04388e-070 t=36766
hao wu 	毫無	c=1 d=3.27745e-023 t=36766
hao wu wei he gan 	毫無維和感	c=1 d=3.06319e-023 t=36766
hao wu ya li 	毫無壓力	c=1 d=2.86584e-063 t=36766
hao xiang 	好像	c=17 d=0.0112206 t=36766
hao xiang shuo 	好像說	c=1 d=9.95997e-042 t=36766
hao xiao 	好小	c=1 d=2.36711e-049 t=36766
hao xiao 	好笑	c=1 d=2.3553e-049 t=36766
hao ye 	好耶	c=2 d=0.532735 t=36766
hao yi 	好意	c=0 d=5.87447e-067 t=36766
hao yi dian 	好意點	c=2 d=3.75287e-059 t=36766
hao yi xie 	好一些	c=5 d=0.000189713 t=36766
hao yong 	好用	c=1 d=9.07643e-008 t=36766
hao you 	好友	c=4 d=2.88824e-037 t=36766
hao yuan 	好遠	c=1 d=1.3959e-071 t=36766
hao zao 	好早	c=1 d=5.06084e-018 t=36766
hao zhuang bi 	好裝逼	c=1 d=1.83332e-072 t=36766
hao zi 	耗子	c=1 d=3.68356e-075 t=36766
he 	合	c=2 d=1.89438e-013 t=36766
he 	和	c=225 d=3.48317 t=36766
he 	喝	c=1 d=0.377192 t=36766
he bing 	合並	c=9 d=3.29492e-028 t=36766
he bing 	合併	c=2 d=6.1927e-069 t=36766
he chang 	合唱	c=1 d=3.15369e-042 t=36766
he cheng 	合成	c=1 d=6.51021e-069 t=36766
he dui 	覈對	c=1 d=0.272532 t=36766
he fan 	盒飯	c=1 d=0.0898153 t=36766
he ha ha ha ha 	和哈哈哈哈	c=2 d=3.22364e-038 t=36766
he jie 	何解	c=1 d=1.05708e-006 t=36766
he ku 	何苦	c=0 d=0.013466 t=36766
he li 	合理	c=1 d=1.40323e-015 t=36766
he tong 	合同	c=1 d=1.172e-073 t=36766
he wo 	和我	c=2 d=1.17128e-007 t=36766
he xin 	核心	c=1 d=2.06431e-027 t=36766
he zai 	合在	c=1 d=1.43944e-050 t=36766
he zhi 	何止	c=1 d=3.44189e-012 t=36766
he zi 	盒子	c=2 d=1.18422e-048 t=36766
he zuo 	合作	c=2 d=1.65575e-050 t=36766
hei 	黑	c=2 d=0.000340532 t=36766
hei bai 	黑白	c=0 d=6.07111e-072 t=36766
hei bai ming dan 	黑白名單	c=1 d=6.10154e-071 t=36766
hei dao zi 	黑刀子	c=1 d=5.82135e-018 t=36766
hei kong 	黑空	c=1 d=0.00017956 t=36766
hei ming dan 	黑名單	c=9 d=2.40235e-015 t=36766
hei se 	黑色	c=1 d=1.85275e-049 t=36766
hen 	很	c=7 d=3.20756e-006 t=36766
hen bu 	很不	c=0 d=5.76128e-044 t=36766
hen bu de 	恨不得	c=1 d=2.05465e-060 t=36766
hen bu hao 	很不好	c=1 d=5.79015e-043 t=36766
hen chou 	很醜	c=2 d=1.11299e-012 t=36766
hen da 	很大	c=7 d=1.42347e-007 t=36766
hen diao 	很叼	c=4 d=8.77171e-018 t=36766
hen dong 	很懂	c=1 d=5.50607e-010 t=36766
hen duo 	很多	c=29 d=0.0916231 t=36766
hen duo le 	很多了	c=1 d=2.96379e-076 t=36766
hen duo tou su 	很多投訴	c=1 d=1.65631e-054 t=36766
hen duo yong hu 	很多用戶	c=1 d=1.82746e-005 t=36766
hen fu 	很富	c=1 d=2.91866e-072 t=36766
hen gao 	很高	c=1 d=9.65379e-057 t=36766
hen gui fan 	很規範	c=1 d=1.94807e-051 t=36766
hen hao 	很好	c=2 d=0.00390694 t=36766
hen hui 	很會	c=1 d=1.00967e-025 t=36766
hen ji chu 	很基礎	c=1 d=1.74212e-060 t=36766
hen jian dan 	很簡單	c=1 d=0.532592 t=36766
hen jiu 	很久	c=1 d=1.8274e-034 t=36766
hen jiu jie 	很糾結	c=2 d=6.06944e-009 t=36766
hen jiu le 	很久了	c=1 d=4.15207e-013 t=36766
hen kuai 	很快	c=1 d=3.47767e-016 t=36766
hen leng 	很冷	c=1 d=2.20663e-076 t=36766
hen nan 	很難	c=2 d=3.49574e-039 t=36766
hen qi 	很氣	c=0 d=3.71995e-074 t=36766
hen qi dai 	很氣帶	c=1 d=3.7386e-073 t=36766
hen qiang 	很強	c=0 d=2.67437e-074 t=36766
hen qiang da 	很強打	c=1 d=2.68777e-073 t=36766
hen qing chu 	很清楚	c=2 d=4.61101e-050 t=36766
hen rong yi 	很容易	c=2 d=0.0867261 t=36766
hen shao 	很少	c=2 d=6.5987e-022 t=36766
hen shen 	很深	c=1 d=4.05093e-017 t=36766
hen shuang 	很爽	c=1 d=1.54324e-075 t=36766
hen tian 	很甜	c=1 d=2.03697e-076 t=36766
hen tong ku 	很痛苦	c=1 d=1.73615e-049 t=36766
hen wu suo wei 	很無所謂	c=1 d=3.44284e-074 t=36766
hen xi 	很細	c=1 d=3.64072e-055 t=36766
hen xiang 	很想	c=1 d=1.78836e-074 t=36766
hen xiao 	很小	c=2 d=3.73203e-067 t=36766
hen you 	很有	c=2 d=0.0450492 t=36766
hen zhong yao 	很重要	c=1 d=4.82534e-075 t=36766
